Year,ID,Test Code,County Code,County Name,District Code,District Name,School Code,School Name,DFG,Subgroup,Subgroup Type,Registered To Test,Not Tested,Valid Scores,Mean Scale Score,L1 Percent,L2 Percent,L3 Percent,L4 Percent,L5 Percent
2019,7001,ALG02,29,Ocean,0770,Central Regional,,District Total,,Total,All Students,*,*,60,758,3.3,6.7,30,60,0
2019,7037,ALG02,29,Ocean,2360,Jackson Twp,,District Total,,Total,All Students,*,*,121,753,6.6,8.3,29.8,52.9,2.5
2019,7063,ALG02,29,Ocean,2480,Lacey Twp,,District Total,,Total,All Students,*,*,78,751,3.8,12.8,24.4,59,0
2019,7084,ALG02,29,Ocean,2520,Lakewood Twp,,District Total,,Total,All Students,*,*,34,735,8.8,20.6,47.1,20.6,2.9
2019,7105,ALG02,29,Ocean,2940,Manchester Twp,,District Total,,Total,All Students,*,*,49,739,6.1,20.4,42.9,30.6,0
2019,7127,ALG02,29,Ocean,3790,Ocean County Vocational,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,7149,ALG02,29,Ocean,4105,Pinelands Regional,,District Total,,Total,All Students,*,*,49,754,2,12.2,32.7,46.9,6.1
2019,7171,ALG02,29,Ocean,4190,Plumsted Twp,,District Total,,Total,All Students,*,*,30,740,16.7,10,23.3,50,0
2019,7191,ALG02,29,Ocean,4210,Point Pleasant Boro,,District Total,,Total,All Students,*,*,94,751,2.1,14.9,30.9,51.1,1.1
2019,7215,ALG02,29,Ocean,4220,Point Pleasant Beach Boro,,District Total,,Total,All Students,*,*,43,756,0,14,25.6,60.5,0
2019,7241,ALG02,29,Ocean,4950,Southern Regional,,District Total,,Total,All Students,*,*,151,757,4,6,31.8,53,5.3
2019,7296,ALG02,29,Ocean,5190,Toms River Regional,,District Total,,Total,All Students,*,*,286,749,4.9,12.9,31.8,48.3,2.1
2019,7327,ALG02,31,Passaic,0900,Clifton City,,District Total,,Total,All Students,*,*,86,767,1.2,4.7,15.1,74.4,4.7
2019,7352,ALG02,31,Passaic,2100,Hawthorne Boro,,District Total,,Total,All Students,*,*,38,748,5.3,13.2,31.6,50,0
2019,7374,ALG02,31,Passaic,2510,Lakeland Regional,,District Total,,Total,All Students,*,*,59,773,0,0,18.6,76.3,5.1
2019,7432,ALG02,31,Passaic,3970,Passaic City,,District Total,,Total,All Students,370,11,359,709,46.8,20.3,18.1,14.8,0
2019,7468,ALG02,31,Passaic,3980,Passaic Co Manchester Reg,,District Total,,Total,All Students,*,*,147,704,44.9,32.7,14.3,8.2,0
2019,7500,ALG02,31,Passaic,3990,Passaic Valley Regional,,District Total,,Total,All Students,*,*,82,751,4.9,9.8,34.1,50,1.2
2019,7530,ALG02,31,Passaic,3995,Passaic County Vocational,,District Total,,Total,All Students,*,*,277,763,1.4,6.1,19.1,69.7,3.6
2019,7685,ALG02,31,Passaic,4010,Paterson City,,District Total,,Total,All Students,*,*,279,708,42.7,29,19.4,9,0
2019,7712,ALG02,31,Passaic,4230,Pompton Lakes Boro,,District Total,,Total,All Students,*,*,56,759,3.6,8.9,26.8,53.6,7.1
2019,7748,ALG02,31,Passaic,5570,Wayne Twp,,District Total,,Total,All Students,*,*,150,783,1.3,1.3,9.3,63.3,24.7
2019,7774,ALG02,31,Passaic,5650,West Milford Twp,,District Total,,Total,All Students,*,*,58,752,5.2,8.6,25.9,58.6,1.7
2019,7798,ALG02,33,Salem,4070,Penns Grv-Carneys Pt Reg,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,7819,ALG02,33,Salem,4075,Pennsville,,District Total,,Total,All Students,*,*,13,746,7.7,7.7,30.8,53.8,0
2019,7844,ALG02,33,Salem,4150,Pittsgrove Twp,,District Total,,Total,All Students,*,*,69,711,36.2,31.9,20.3,11.6,0
2019,7869,ALG02,33,Salem,4630,Salem City,,District Total,,Total,All Students,42,13,29,730,24.1,20.7,20.7,31,3.4
2019,7887,ALG02,33,Salem,4640,Salem County Vocational,,District Total,,Total,All Students,*,*,20,740,10,25,20,45,0
2019,7911,ALG02,33,Salem,5910,Woodstown-Pilesgrove Reg,,District Total,,Total,All Students,*,*,54,748,13,3.7,31.5,51.9,0
2019,7942,ALG02,35,Somerset,0350,Bernards Twp,,District Total,,Total,All Students,302,35,267,777,.7,1.1,16.5,65.9,15.7
2019,7976,ALG02,35,Somerset,0490,Bound Brook Boro,,District Total,,Total,All Students,*,*,121,701,51.2,36.4,9.1,3.3,0
2019,8001,ALG02,35,Somerset,0510,Branchburg Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,8027,ALG02,35,Somerset,0555,Bridgewater-Raritan Reg,,District Total,,Total,All Students,*,*,318,773,1.3,4.7,14.2,68.9,11
2019,8063,ALG02,35,Somerset,1610,Franklin Twp,,District Total,,Total,All Students,*,*,127,760,10.2,7.9,16.5,59.1,6.3
2019,8098,ALG02,35,Somerset,2170,Hillsborough Twp,,District Total,,Total,All Students,*,*,324,770,1.2,3.4,20.1,66.7,8.6
2019,8131,ALG02,35,Somerset,3000,Manville Boro,,District Total,,Total,All Students,*,*,25,735,16,24,32,28,0
2019,8172,ALG02,35,Somerset,3320,Montgomery Twp,,District Total,,Total,All Students,*,*,319,775,1.9,2.5,17.2,62.7,15.7
2019,8206,ALG02,35,Somerset,3670,North Plainfield Boro,,District Total,,Total,All Students,*,*,40,745,7.5,10,42.5,40,0
2019,8234,ALG02,35,Somerset,4810,Somerset Co Vocational,,District Total,,Total,All Students,*,*,40,761,5,5,17.5,67.5,5
2019,8261,ALG02,35,Somerset,4815,Somerset Hills Regional,,District Total,,Total,All Students,*,*,104,752,5.8,15.4,27.9,45.2,5.8
2019,8293,ALG02,35,Somerset,4820,Somerville Boro,,District Total,,Total,All Students,*,*,115,753,5.2,10.4,29.6,50.4,4.3
2019,8327,ALG02,35,Somerset,5550,Watchung Hills Regional,,District Total,,Total,All Students,*,*,276,750,6.2,15.2,30.8,41.3,6.5
2019,8356,ALG02,37,Sussex,2165,High Point Regional,,District Total,,Total,All Students,*,*,81,754,6.2,11.1,25.9,50.6,6.2
2019,8376,ALG02,37,Sussex,2240,Hopatcong,,District Total,,Total,All Students,52,25,27,750,0,14.8,40.7,44.4,0
2019,8395,ALG02,37,Sussex,2465,Kittatinny Regional,,District Total,,Total,All Students,*,*,63,771,0,1.6,17.5,73,7.9
2019,8417,ALG02,37,Sussex,2615,Lenape Valley Regional,,District Total,,Total,All Students,*,*,65,762,3.1,7.7,16.9,67.7,4.6
2019,8438,ALG02,37,Sussex,3590,Newton Town,,District Total,,Total,All Students,*,*,38,762,0,0,23.7,73.7,2.6
2019,8460,ALG02,37,Sussex,4960,Sparta Twp,,District Total,,Total,All Students,*,*,83,770,1.2,1.2,18.1,78.3,1.2
2019,8483,ALG02,37,Sussex,5110,Sussex County Vocational,,District Total,,Total,All Students,*,*,37,743,2.7,24.3,27,45.9,0
2019,8503,ALG02,37,Sussex,5360,Vernon Twp,,District Total,,Total,All Students,*,*,49,775,0,6.1,12.2,75.5,6.1
2019,8524,ALG02,37,Sussex,5435,Wallkill Valley Regional,,District Total,,Total,All Students,*,*,26,746,7.7,3.8,46.2,42.3,0
2019,8548,ALG02,39,Union,0310,Berkeley Heights Twp,,District Total,,Total,All Students,*,*,123,755,5.7,9.8,29.3,49.6,5.7
2019,8575,ALG02,39,Union,0850,Clark Twp,,District Total,,Total,All Students,*,*,69,741,7.2,15.9,39.1,37.7,0
2019,8601,ALG02,39,Union,0980,Cranford Twp,,District Total,,Total,All Students,*,*,190,744,8.4,13.7,31.6,42.6,3.7
2019,8724,ALG02,39,Union,1320,Elizabeth City,,District Total,,Total,All Students,1303,28,1275,714,38.1,23,20.1,18.7,.1
2019,8755,ALG02,39,Union,2190,Hillside Twp,,District Total,,Total,All Students,*,*,34,723,29.4,20.6,23.5,26.5,0
2019,8778,ALG02,39,Union,2420,Kenilworth Boro,,District Total,,Total,All Students,*,*,12,724,16.7,33.3,41.7,8.3,0
2019,8804,ALG02,39,Union,2660,Linden City,,District Total,,Total,All Students,*,*,186,712,33.3,31.7,23.1,11.8,0
2019,8829,ALG02,39,Union,3470,Mountainside Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,8852,ALG02,39,Union,3560,New Providence Boro,,District Total,,Total,All Students,*,*,40,778,2.5,2.5,5,80,10
2019,8877,ALG02,39,Union,4160,Plainfield City,,District Total,,Total,All Students,*,*,26,731,11.5,23.1,38.5,26.9,0
2019,8903,ALG02,39,Union,4290,Rahway City,,District Total,,Total,All Students,*,*,130,713,33.1,32.3,21.5,13.1,0
2019,8931,ALG02,39,Union,4540,Roselle Boro,,District Total,,Total,All Students,*,*,47,714,29.8,34,25.5,10.6,0
2019,8954,ALG02,39,Union,4550,Roselle Park Boro,,District Total,,Total,All Students,*,*,30,731,20,13.3,30,36.7,0
2019,8982,ALG02,39,Union,4670,Scotch Plains-Fanwood Reg,,District Total,,Total,All Students,*,*,314,752,6.4,13.1,28.3,48.1,4.1
2019,9014,ALG02,39,Union,5000,Springfield Twp,,District Total,,Total,All Students,*,*,64,750,4.7,12.5,31.3,51.6,0
2019,9044,ALG02,39,Union,5090,Summit City,,District Total,,Total,All Students,114,21,93,782,0,0,12.9,71,16.1
2019,9118,ALG02,39,Union,5260,Union County Vocational,,District Total,,Total,All Students,*,*,163,793,2.5,0,3.1,62,32.5
2019,9148,ALG02,39,Union,5290,Union Twp,,District Total,,Total,All Students,*,*,138,753,3.6,10.1,29,55.8,1.4
2019,9181,ALG02,39,Union,5730,Westfield Town,,District Total,,Total,All Students,*,*,271,773,.7,2.2,13.7,72.7,10.7
2019,9208,ALG02,41,Warren,0280,Belvidere Town,,District Total,,Total,All Students,*,*,45,726,24.4,24.4,35.6,13.3,2.2
2019,9226,ALG02,41,Warren,1840,Greenwich Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9244,ALG02,41,Warren,1870,Hackettstown,,District Total,,Total,All Students,*,*,37,781,0,0,5.4,83.8,10.8
2019,9268,ALG02,41,Warren,3675,North Warren Regional,,District Total,,Total,All Students,*,*,126,723,28.6,22.2,27,22.2,0
2019,9296,ALG02,41,Warren,4100,Phillipsburg Town,,District Total,,Total,All Students,*,*,67,763,3,6,25.4,58.2,7.5
2019,9318,ALG02,41,Warren,4200,Pohatcong Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9337,ALG02,41,Warren,5460,Warren County Vocational,,District Total,,Total,All Students,*,*,24,728,29.2,20.8,20.8,29.2,0
2019,9361,ALG02,41,Warren,5465,Warren Hills Regional,,District Total,,Total,All Students,*,*,84,758,0,10.7,32.1,52.4,4.8
2019,9382,ALG02,80,Charters,6010,Academy Charter High School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9405,ALG02,80,Charters,6013,Bergen Arts And Sciences Charter School,,District Total,,Total,All Students,*,*,31,774,0,6.5,12.9,74.2,6.5
2019,9429,ALG02,80,Charters,6017,Foundation Academy Cs,,District Total,,Total,All Students,*,*,31,758,0,6.5,25.8,64.5,3.2
2019,9451,ALG02,80,Charters,6018,Central Jersey College Prep Charter School,,District Total,,Total,All Students,*,*,24,767,0,12.5,12.5,66.7,8.3
2019,9472,ALG02,80,Charters,6032,Academy For Urban Leadership Charter School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9488,ALG02,80,Charters,6033,The Barack Obama Green Charter High School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9507,ALG02,80,Charters,6053,Great Oaks Legacy Charter School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9528,ALG02,80,Charters,6057,Peoples Preparatory Charter School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9548,ALG02,80,Charters,6068,M E T S Charter School,,District Total,,Total,All Students,*,*,20,706,50,10,40,0,0
2019,9568,ALG02,80,Charters,6080,Passaic Arts And Science Charter School,,District Total,,Total,All Students,*,*,17,748,5.9,5.9,35.3,52.9,0
2019,9591,ALG02,80,Charters,6081,Thomas Edison Energysmart Charter School,,District Total,,Total,All Students,*,*,16,748,6.3,25,12.5,56.3,0
2019,9613,ALG02,80,Charters,6096,Paterson Arts And Science Cs,,District Total,,Total,All Students,*,*,11,750,0,9.1,45.5,45.5,0
2019,9630,ALG02,80,Charters,6107,Camden’S Promise Charter School,,District Total,,Total,All Students,*,*,28,733,10.7,21.4,50,17.9,0
2019,9646,ALG02,80,Charters,6183,Trenton Stem-To-Civics Cs,,District Total,,Total,All Students,*,*,11,711,27.3,36.4,36.4,0,0
2019,9664,ALG02,80,Charters,7109,Leap Academy University Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9688,ALG02,80,Charters,7210,Marion P. Thomas Cs,,District Total,,Total,All Students,*,*,129,686,68.2,26.4,5.4,0,0
2019,9713,ALG02,80,Charters,7320,North Star Academy Charter School,,District Total,,Total,All Students,*,*,91,759,2.2,8.8,26.4,60.4,2.2
2019,9737,ALG02,80,Charters,7325,Team Academy Charter School,,District Total,,Total,All Students,*,*,24,751,12.5,8.3,12.5,54.2,12.5
2019,9760,ALG02,80,Charters,7410,Charter~Tech High School,,District Total,,Total,All Students,*,*,10,728,10,10,70,10,0
2019,9780,ALG02,80,Charters,7503,Paterson Cs For Sci/Tech,,District Total,,Total,All Students,*,*,17,729,17.6,23.5,35.3,23.5,0
2019,9798,ALG02,80,Charters,7540,Princeton Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,9816,ALG02,80,Charters,8010,Union County Teams Cs,,District Total,,Total,All Students,*,*,40,719,32.5,22.5,32.5,12.5,0
2019,9838,ALG02,80,Charters,8060,University Academy Cs,,District Total,,Total,All Students,*,*,29,720,24.1,31,27.6,17.2,0
2019,16,ELA03,01,Atlantic,0010,Absecon City,,District Total,,Total,All Students,*,*,82,745,14.6,13.4,22,47.6,2.4
2019,159,ELA03,01,Atlantic,0110,Atlantic City,,District Total,,Total,All Students,*,*,495,725,32.5,18.2,21.8,23,4.4
2019,188,ELA03,01,Atlantic,0570,Brigantine City,,District Total,,Total,All Students,*,*,45,746,13.3,8.9,33.3,44.4,0
2019,216,ELA03,01,Atlantic,0590,Buena Regional,,District Total,,Total,All Students,*,*,104,730,21.2,24,22.1,30.8,1.9
2019,245,ELA03,01,Atlantic,1300,Egg Harbor City,,District Total,,Total,All Students,*,*,54,701,59.3,9.3,18.5,13,0
2019,307,ELA03,01,Atlantic,1310,Egg Harbor Twp,,District Total,,Total,All Students,*,*,487,745,8.6,18.3,26.9,43.3,2.9
2019,334,ELA03,01,Atlantic,1410,Estell Manor City,,District Total,,Total,All Students,*,*,20,746,10,20,25,35,10
2019,355,ELA03,01,Atlantic,1540,Folsom Boro,,District Total,,Total,All Students,*,*,39,720,38.5,12.8,28.2,15.4,5.1
2019,426,ELA03,01,Atlantic,1690,Galloway Twp,,District Total,,Total,All Students,*,*,310,732,19.7,22.3,27.4,29,1.6
2019,456,ELA03,01,Atlantic,1940,Hamilton Twp,,District Total,,Total,All Students,*,*,280,733,22.9,20.4,21.4,32.5,2.9
2019,486,ELA03,01,Atlantic,1960,Hammonton Town,,District Total,,Total,All Students,*,*,180,752,10.6,15.6,21.7,41.1,11.1
2019,512,ELA03,01,Atlantic,2680,Linwood City,,District Total,,Total,All Students,*,*,72,767,4.2,6.9,18.1,52.8,18.1
2019,537,ELA03,01,Atlantic,3020,Margate City,,District Total,,Total,All Students,*,*,34,768,2.9,5.9,2.9,79.4,8.8
2019,564,ELA03,01,Atlantic,3480,Mullica Twp,,District Total,,Total,All Students,*,*,67,731,23.9,14.9,19.4,41.8,0
2019,592,ELA03,01,Atlantic,3720,Northfield City,,District Total,,Total,All Students,*,*,101,748,14.9,8.9,24.8,47.5,4
2019,659,ELA03,01,Atlantic,4180,Pleasantville City,,District Total,,Total,All Students,*,*,255,727,27.5,19.2,24.3,27.5,1.6
2019,682,ELA03,01,Atlantic,4240,Port Republic City,,District Total,,Total,All Students,*,*,14,779,0,7.1,7.1,64.3,21.4
2019,706,ELA03,01,Atlantic,4800,Somers Point City,,District Total,,Total,All Students,*,*,105,730,23.8,23.8,24.8,23.8,3.8
2019,737,ELA03,01,Atlantic,5350,Ventnor City,,District Total,,Total,All Students,*,*,62,736,14.5,22.6,24.2,38.7,0
2019,762,ELA03,01,Atlantic,5760,Weymouth Twp,,District Total,,Total,All Students,*,*,21,752,14.3,28.6,0,38.1,19
2019,784,ELA03,03,Bergen,0040,Allendale Boro,,District Total,,Total,All Students,*,*,105,783,1,4.8,11.4,58.1,24.8
2019,810,ELA03,03,Bergen,0080,Alpine Boro,,District Total,,Total,All Students,*,*,15,786,6.7,6.7,0,40,46.7
2019,895,ELA03,03,Bergen,0300,Bergenfield Boro,,District Total,,Total,All Students,*,*,268,760,6.3,8.2,20.5,55.6,9.3
2019,939,ELA03,03,Bergen,0440,Bogota Boro,,District Total,,Total,All Students,*,*,98,761,6.1,16.3,15.3,49,13.3
2019,968,ELA03,03,Bergen,0740,Carlstadt Boro,,District Total,,Total,All Students,*,*,54,754,3.7,9.3,27.8,57.4,1.9
2019,1037,ELA03,03,Bergen,0890,Cliffside Park Boro,,District Total,,Total,All Students,*,*,190,754,7.9,13.2,22.6,50,6.3
2019,1066,ELA03,03,Bergen,0930,Closter Boro,,District Total,,Total,All Students,*,*,127,785,2.4,3.9,9.4,55.9,28.3
2019,1110,ELA03,03,Bergen,0990,Cresskill Boro,,District Total,,Total,All Students,*,*,124,764,4.8,4.8,25.8,50.8,13.7
2019,1139,ELA03,03,Bergen,1070,Demarest Boro,,District Total,,Total,All Students,*,*,67,774,1.5,4.5,20.9,59.7,13.4
2019,1213,ELA03,03,Bergen,1130,Dumont Boro,,District Total,,Total,All Students,*,*,140,768,4.3,5.7,16.4,61.4,12.1
2019,1245,ELA03,03,Bergen,1230,East Rutherford Boro,,District Total,,Total,All Students,*,*,65,761,4.6,10.8,18.5,60,6.2
2019,1275,ELA03,03,Bergen,1270,Edgewater Boro,,District Total,,Total,All Students,*,*,115,750,11.3,20.9,13,44.3,10.4
2019,1331,ELA03,03,Bergen,1345,Elmwood Park,,District Total,,Total,All Students,*,*,212,751,3.8,15.1,30.7,45.3,5.2
2019,1360,ELA03,03,Bergen,1360,Emerson Boro,,District Total,,Total,All Students,*,*,71,743,8.5,19.7,28.2,43.7,0
2019,1389,ELA03,03,Bergen,1370,Englewood City,,District Total,,Total,All Students,*,*,197,739,22.8,13.7,19.3,37.1,7.1
2019,1419,ELA03,03,Bergen,1380,Englewood Cliffs Boro,,District Total,,Total,All Students,*,*,47,798,2.1,4.3,0,57.4,36.2
2019,1525,ELA03,03,Bergen,1450,Fair Lawn Public Schools,,District Total,,Total,All Students,*,*,400,774,4.8,7.5,15.5,50.8,21.5
2019,1556,ELA03,03,Bergen,1470,Fairview Boro,,District Total,,Total,All Students,*,*,157,719,36.3,18.5,21.7,21.7,1.9
2019,1629,ELA03,03,Bergen,1550,Fort Lee Boro,,District Total,,Total,All Students,*,*,352,764,4.8,11.4,17,56,10.8
2019,1677,ELA03,03,Bergen,1580,Franklin Lakes Boro,,District Total,,Total,All Students,*,*,100,778,2,1,21,52,24
2019,1786,ELA03,03,Bergen,1700,Garfield City,,District Total,,Total,All Students,*,*,327,753,6.7,14.1,23.2,50.8,5.2
2019,1856,ELA03,03,Bergen,1760,Glen Rock Boro,,District Total,,Total,All Students,*,*,190,780,2.6,4.7,7.9,62.6,22.1
2019,1932,ELA03,03,Bergen,1860,Hackensack City,,District Total,,Total,All Students,*,*,388,742,16.5,15.7,23.2,39.4,5.2
2019,1963,ELA03,03,Bergen,2050,Harrington Park Boro,,District Total,,Total,All Students,*,*,83,773,0,6,14.5,68.7,10.8
2019,2005,ELA03,03,Bergen,2080,Hasbrouck Heights Boro,,District Total,,Total,All Students,*,*,122,765,4.9,8.2,19.7,54.9,12.3
2019,2035,ELA03,03,Bergen,2090,Haworth Boro,,District Total,,Total,All Students,*,*,41,784,0,2.4,9.8,65.9,22
2019,2078,ELA03,03,Bergen,2180,Hillsdale Boro,,District Total,,Total,All Students,*,*,107,773,3.7,5.6,17.8,55.1,17.8
2019,2106,ELA03,03,Bergen,2200,Ho Ho Kus Boro,,District Total,,Total,All Students,*,*,52,773,0,9.6,11.5,63.5,15.4
2019,2135,ELA03,03,Bergen,2620,Leonia Boro,,District Total,,Total,All Students,*,*,108,757,5.6,10.2,26.9,51.9,5.6
2019,2166,ELA03,03,Bergen,2710,Little Ferry Boro,,District Total,,Total,All Students,*,*,91,749,14.3,13.2,22,42.9,7.7
2019,2257,ELA03,03,Bergen,2740,Lodi Borough,,District Total,,Total,All Students,*,*,232,767,5.6,6.9,14.2,62.1,11.2
2019,2289,ELA03,03,Bergen,2860,Lyndhurst Twp,,District Total,,Total,All Students,*,*,204,743,18.1,15.2,21.6,40.2,4.9
2019,2346,ELA03,03,Bergen,2900,Mahwah Twp,,District Total,,Total,All Students,*,*,188,780,2.1,5.9,13.3,53.7,25
2019,2377,ELA03,03,Bergen,3060,Maywood Boro,,District Total,,Total,All Students,*,*,101,774,5,5,11.9,64.4,13.9
2019,2402,ELA03,03,Bergen,3170,Midland Park Boro,,District Total,,Total,All Students,*,*,70,747,5.7,17.1,31.4,42.9,2.9
2019,2427,ELA03,03,Bergen,3330,Montvale Boro,,District Total,,Total,All Students,*,*,99,768,4,9.1,13.1,59.6,14.1
2019,2455,ELA03,03,Bergen,3350,Moonachie Boro,,District Total,,Total,All Students,*,*,27,753,22.2,3.7,14.8,44.4,14.8
2019,2499,ELA03,03,Bergen,3550,New Milford Boro,,District Total,,Total,All Students,*,*,147,762,7.5,8.8,17.7,52.4,13.6
2019,2557,ELA03,03,Bergen,3600,North Arlington Boro,,District Total,,Total,All Students,*,*,151,755,6.6,12.6,25.8,45.7,9.3
2019,2586,ELA03,03,Bergen,3730,Northvale Boro,,District Total,,Total,All Students,*,*,54,770,3.7,7.4,13,68.5,7.4
2019,2614,ELA03,03,Bergen,3740,Norwood Boro,,District Total,,Total,All Students,*,*,61,756,9.8,9.8,21.3,49.2,9.8
2019,2666,ELA03,03,Bergen,3760,Oakland Boro,,District Total,,Total,All Students,*,*,142,774,3.5,6.3,12,64.1,14.1
2019,2694,ELA03,03,Bergen,3850,Old Tappan Boro,,District Total,,Total,All Students,*,*,65,772,6.2,1.5,18.5,55.4,18.5
2019,2721,ELA03,03,Bergen,3870,Oradell Boro,,District Total,,Total,All Students,*,*,100,772,3,4,18,63,12
2019,2751,ELA03,03,Bergen,3910,Palisades Park,,District Total,,Total,All Students,*,*,128,741,17.2,16.4,24.2,37.5,4.7
2019,2840,ELA03,03,Bergen,3930,Paramus Boro,,District Total,,Total,All Students,*,*,285,763,3.5,8.8,22.1,54.7,10.9
2019,2883,ELA03,03,Bergen,3940,Park Ridge Boro,,District Total,,Total,All Students,*,*,71,772,5.6,2.8,9.9,69,12.7
2019,2927,ELA03,03,Bergen,4310,Ramsey Boro,,District Total,,Total,All Students,*,*,163,765,1.8,7.4,19,62,9.8
2019,2957,ELA03,03,Bergen,4370,Ridgefield Boro,,District Total,,Total,All Students,*,*,99,752,10.1,10.1,22.2,52.5,5.1
2019,3016,ELA03,03,Bergen,4380,Ridgefield Park Twp,,District Total,,Total,All Students,*,*,134,745,9,19.4,31.3,35.8,4.5
2019,3114,ELA03,03,Bergen,4390,Ridgewood Village,,District Total,,Total,All Students,*,*,411,780,2.4,4.6,10.7,61.8,20.4
2019,3159,ELA03,03,Bergen,4410,River Edge Boro,,District Total,,Total,All Students,*,*,161,776,1.2,4.3,18.6,57.1,18.6
