Year,ID,Test Code,County Code,County Name,District Code,District Name,School Code,School Name,DFG,Subgroup,Subgroup Type,Registered To Test,Not Tested,Valid Scores,Mean Scale Score,L1 Percent,L2 Percent,L3 Percent,L4 Percent,L5 Percent
2019,10770,GEO,33,Salem,4070,Penns Grv-Carneys Pt Reg,,District Total,,Total,All Students,*,*,117,718,24.8,33.3,30.8,11.1,0
2019,10801,GEO,33,Salem,4075,Pennsville,,District Total,,Total,All Students,*,*,95,722,13.7,38.9,38.9,8.4,0
2019,10828,GEO,33,Salem,4150,Pittsgrove Twp,,District Total,,Total,All Students,*,*,41,747,2.4,12.2,51.2,29.3,4.9
2019,10854,GEO,33,Salem,4630,Salem City,,District Total,,Total,All Students,75,12,63,711,23.8,46,27,3.2,0
2019,10867,GEO,33,Salem,4635,Salem Co Special Service,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,10891,GEO,33,Salem,4640,Salem County Vocational,,District Total,,Total,All Students,*,*,79,727,12.7,38,27.8,20.3,1.3
2019,10920,GEO,33,Salem,5910,Woodstown-Pilesgrove Reg,,District Total,,Total,All Students,*,*,116,737,6,23.3,37.1,31.9,1.7
2019,10965,GEO,35,Somerset,0350,Bernards Twp,,District Total,,Total,All Students,420,27,393,763,.8,4.1,18.6,57.3,19.3
2019,10998,GEO,35,Somerset,0490,Bound Brook Boro,,District Total,,Total,All Students,*,*,27,729,18.5,29.6,22.2,25.9,3.7
2019,11023,GEO,35,Somerset,0510,Branchburg Twp,,District Total,,Total,All Students,*,*,25,777,0,0,0,68,32
2019,11068,GEO,35,Somerset,0555,Bridgewater-Raritan Reg,,District Total,,Total,All Students,*,*,602,754,2.8,9.1,31.1,40.5,16.4
2019,11131,GEO,35,Somerset,1610,Franklin Twp,,District Total,,Total,All Students,*,*,499,733,12,25.7,31.9,24.8,5.6
2019,11163,GEO,35,Somerset,1810,Green Brook Twp,,District Total,,Total,All Students,*,*,14,808,0,0,0,0,100
2019,11206,GEO,35,Somerset,2170,Hillsborough Twp,,District Total,,Total,All Students,*,*,481,752,3.1,10.8,29.7,44.3,12.1
2019,11248,GEO,35,Somerset,3000,Manville Boro,,District Total,,Total,All Students,*,*,111,726,14.4,30.6,34.2,18.9,1.8
2019,11297,GEO,35,Somerset,3320,Montgomery Twp,,District Total,,Total,All Students,*,*,313,767,.3,2.9,19.8,51.1,25.9
2019,11333,GEO,35,Somerset,3670,North Plainfield Boro,,District Total,,Total,All Students,*,*,177,724,10.2,37.9,45.2,6.8,0
2019,11363,GEO,35,Somerset,4810,Somerset Co Vocational,,District Total,,Total,All Students,*,*,70,748,8.6,14.3,31.4,30,15.7
2019,11394,GEO,35,Somerset,4815,Somerset Hills Regional,,District Total,,Total,All Students,*,*,182,746,5.5,14.8,34.6,34.6,10.4
2019,11435,GEO,35,Somerset,4820,Somerville Boro,,District Total,,Total,All Students,*,*,258,733,5.8,24,47.7,22.1,.4
2019,11462,GEO,35,Somerset,5470,Warren Twp,,District Total,,Total,All Students,*,*,18,804,0,0,0,11.1,88.9
2019,11481,GEO,35,Somerset,5540,Watchung Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,11509,GEO,35,Somerset,5550,Watchung Hills Regional,,District Total,,Total,All Students,*,*,418,741,5.5,16.7,38,34.4,5.3
2019,11537,GEO,37,Sussex,0090,Andover Reg,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,11558,GEO,37,Sussex,2165,High Point Regional,,District Total,,Total,All Students,*,*,100,739,4,22,40,32,2
2019,11583,GEO,37,Sussex,2240,Hopatcong,,District Total,,Total,All Students,105,18,87,725,10.3,35.6,42.5,11.5,0
2019,11611,GEO,37,Sussex,2465,Kittatinny Regional,,District Total,,Total,All Students,*,*,132,735,7.6,20.5,45.5,25,1.5
2019,11642,GEO,37,Sussex,2615,Lenape Valley Regional,,District Total,,Total,All Students,*,*,110,738,5.5,17.3,43.6,33.6,0
2019,11675,GEO,37,Sussex,3590,Newton Town,,District Total,,Total,All Students,*,*,131,729,11.5,29,35.1,23.7,.8
2019,11713,GEO,37,Sussex,4960,Sparta Twp,,District Total,,Total,All Students,*,*,243,749,1.2,12.3,35.8,44,6.6
2019,11734,GEO,37,Sussex,5100,Sussex-Wantage Regional,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,11754,GEO,37,Sussex,5110,Sussex County Vocational,,District Total,,Total,All Students,*,*,162,733,4.3,25.3,49.4,21,0
2019,11781,GEO,37,Sussex,5360,Vernon Twp,,District Total,,Total,All Students,*,*,211,732,9.5,25.6,38.4,25.1,1.4
2019,11809,GEO,37,Sussex,5435,Wallkill Valley Regional,,District Total,,Total,All Students,*,*,111,723,12.6,36,36,15.3,0
2019,11853,GEO,39,Union,0310,Berkeley Heights Twp,,District Total,,Total,All Students,*,*,240,748,6.3,12.9,25.4,44.6,10.8
2019,11897,GEO,39,Union,0850,Clark Twp,,District Total,,Total,All Students,*,*,154,727,11.7,32.5,37.7,16.9,1.3
2019,11931,GEO,39,Union,0980,Cranford Twp,,District Total,,Total,All Students,*,*,287,740,4.2,23.3,39,30,3.5
2019,12092,GEO,39,Union,1320,Elizabeth City,,District Total,,Total,All Students,2559,30,2529,718,20.9,39.9,27,11.4,.8
2019,12134,GEO,39,Union,2190,Hillside Twp,,District Total,,Total,All Students,*,*,196,717,22.4,39.3,31.1,7.1,0
2019,12170,GEO,39,Union,2420,Kenilworth Boro,,District Total,,Total,All Students,*,*,119,720,16.8,36.1,38.7,8.4,0
2019,12206,GEO,39,Union,2660,Linden City,,District Total,,Total,All Students,411,21,390,721,15.1,40.8,35.1,9,0
2019,12231,GEO,39,Union,3470,Mountainside Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,12261,GEO,39,Union,3560,New Providence Boro,,District Total,,Total,All Students,*,*,153,758,2,8.5,28.1,45.8,15.7
2019,12304,GEO,39,Union,4160,Plainfield City,,District Total,,Total,All Students,*,*,298,717,16.4,46.3,33.9,3.4,0
2019,12348,GEO,39,Union,4290,Rahway City,,District Total,,Total,All Students,*,*,207,719,18.8,38.2,35.7,7.2,0
2019,12383,GEO,39,Union,4540,Roselle Boro,,District Total,,Total,All Students,*,*,182,711,30.2,39.6,26.9,3.3,0
2019,12416,GEO,39,Union,4550,Roselle Park Boro,,District Total,,Total,All Students,*,*,77,729,7.8,32.5,40.3,19.5,0
2019,12450,GEO,39,Union,4670,Scotch Plains-Fanwood Reg,,District Total,,Total,All Students,*,*,339,759,.9,5,24.5,56.9,12.7
2019,12499,GEO,39,Union,5000,Springfield Twp,,District Total,,Total,All Students,*,*,160,739,8.8,25.6,31.3,25,9.4
2019,12535,GEO,39,Union,5090,Summit City,,District Total,,Total,All Students,231,16,215,766,0,3.7,14,57.2,25.1
2019,12621,GEO,39,Union,5260,Union County Vocational,,District Total,,Total,All Students,*,*,329,766,0,1.5,17.9,58.1,22.5
2019,12654,GEO,39,Union,5290,Union Twp,,District Total,,Total,All Students,*,*,492,731,11,25.8,38.4,24,.8
2019,12699,GEO,39,Union,5730,Westfield Town,,District Total,,Total,All Students,*,*,439,757,.9,9.1,30.8,41.9,17.3
2019,12729,GEO,41,Warren,0280,Belvidere Town,,District Total,,Total,All Students,*,*,79,745,2.5,8.9,46.8,40.5,1.3
2019,12757,GEO,41,Warren,1870,Hackettstown,,District Total,,Total,All Students,*,*,189,738,6.9,23.3,33.9,31.7,4.2
2019,12786,GEO,41,Warren,3675,North Warren Regional,,District Total,,Total,All Students,*,*,29,767,0,3.4,17.2,55.2,24.1
2019,12814,GEO,41,Warren,4100,Phillipsburg Town,,District Total,,Total,All Students,*,*,227,738,3.1,19.8,51.5,21.1,4.4
2019,12844,GEO,41,Warren,5460,Warren County Vocational,,District Total,,Total,All Students,*,*,105,721,18.1,34.3,39,7.6,1
2019,12875,GEO,41,Warren,5465,Warren Hills Regional,,District Total,,Total,All Students,*,*,255,738,8.2,23.9,29.4,36.1,2.4
2019,12903,GEO,80,Charters,6010,Academy Charter High School,,District Total,,Total,All Students,*,*,32,714,25,34.4,37.5,3.1,0
2019,12930,GEO,80,Charters,6013,Bergen Arts And Sciences Charter School,,District Total,,Total,All Students,*,*,53,733,3.8,34,37.7,24.5,0
2019,12961,GEO,80,Charters,6017,Foundation Academy Cs,,District Total,,Total,All Students,*,*,74,742,5.4,16.2,39.2,39.2,0
2019,12990,GEO,80,Charters,6018,Central Jersey College Prep Charter School,,District Total,,Total,All Students,*,*,51,754,0,13.7,23.5,52.9,9.8
2019,13018,GEO,80,Charters,6032,Academy For Urban Leadership Charter School,,District Total,,Total,All Students,*,*,91,715,18.7,48.4,31.9,1.1,0
2019,13046,GEO,80,Charters,6033,The Barack Obama Green Charter High School,,District Total,,Total,All Students,*,*,61,712,26.2,36.1,34.4,3.3,0
2019,13075,GEO,80,Charters,6053,Great Oaks Legacy Charter School,,District Total,,Total,All Students,*,*,100,747,1,14,35,49,1
2019,13102,GEO,80,Charters,6057,Peoples Preparatory Charter School,,District Total,,Total,All Students,*,*,79,714,22.8,41.8,31.6,3.8,0
2019,13131,GEO,80,Charters,6068,M E T S Charter School,,District Total,,Total,All Students,*,*,133,706,36.1,44.4,15,4.5,0
2019,13163,GEO,80,Charters,6080,Passaic Arts And Science Charter School,,District Total,,Total,All Students,*,*,62,729,8.1,27.4,46.8,17.7,0
2019,13195,GEO,80,Charters,6081,Thomas Edison Energysmart Charter School,,District Total,,Total,All Students,*,*,35,764,0,8.6,11.4,51.4,28.6
2019,13227,GEO,80,Charters,6096,Paterson Arts And Science Cs,,District Total,,Total,All Students,*,*,57,726,8.8,36.8,47.4,7,0
2019,13255,GEO,80,Charters,6101,College Achieve Central Charter School,,District Total,,Total,All Students,*,*,27,718,11.1,48.1,37,3.7,0
2019,13282,GEO,80,Charters,6107,Camden’S Promise Charter School,,District Total,,Total,All Students,*,*,150,715,24.7,37.3,36,2,0
2019,13305,GEO,80,Charters,6109,Lead Charter School,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13326,GEO,80,Charters,6183,Trenton Stem-To-Civics Cs,,District Total,,Total,All Students,*,*,67,715,17.9,46.3,34.3,1.5,0
2019,13352,GEO,80,Charters,6240,Freedom Prep Charter School,,District Total,,Total,All Students,*,*,37,720,27,21.6,35.1,16.2,0
2019,13379,GEO,80,Charters,6720,Hoboken Cs,,District Total,,Total,All Students,*,*,20,724,5,45,50,0,0
2019,13407,GEO,80,Charters,7109,Leap Academy University Cs,,District Total,,Total,All Students,*,*,155,720,16.1,39.4,35.5,9,0
2019,13430,GEO,80,Charters,7210,Marion P. Thomas Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13454,GEO,80,Charters,7320,North Star Academy Charter School,,District Total,,Total,All Students,*,*,336,742,5.4,15.5,37.5,40.5,1.2
2019,13485,GEO,80,Charters,7325,Team Academy Charter School,,District Total,,Total,All Students,*,*,203,725,15.8,32.5,33,16.7,2
2019,13516,GEO,80,Charters,7410,Charter~Tech High School,,District Total,,Total,All Students,*,*,34,718,14.7,47.1,32.4,5.9,0
2019,13547,GEO,80,Charters,7503,Paterson Cs For Sci/Tech,,District Total,,Total,All Students,*,*,74,721,13.5,39.2,45.9,1.4,0
2019,13571,GEO,80,Charters,7540,Princeton Cs,,District Total,,Total,All Students,*,*,17,791,0,0,0,35.3,64.7
2019,13588,GEO,80,Charters,7720,The Red Bank Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13605,GEO,80,Charters,7727,Ridge And Valley Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13624,GEO,80,Charters,7890,Teaneck Community Cs,,District Total,,Total,All Students,*,*,19,777,0,0,5.3,63.2,31.6
2019,13642,GEO,80,Charters,8050,Unity Cs,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13662,GEO,80,Charters,8060,University Academy Cs,,District Total,,Total,All Students,*,*,75,702,37.3,57.3,5.3,0,0
2019,16,MAT03,01,Atlantic,0010,Absecon City,,District Total,,Total,All Students,*,*,83,756,8.4,4.8,24.1,47,15.7
2019,159,MAT03,01,Atlantic,0110,Atlantic City,,District Total,,Total,All Students,*,*,497,732,17.3,25.2,28,23.7,5.8
2019,188,MAT03,01,Atlantic,0570,Brigantine City,,District Total,,Total,All Students,*,*,45,763,0,13.3,11.1,62.2,13.3
2019,216,MAT03,01,Atlantic,0590,Buena Regional,,District Total,,Total,All Students,*,*,104,731,13.5,31.7,26.9,25,2.9
2019,245,MAT03,01,Atlantic,1300,Egg Harbor City,,District Total,,Total,All Students,*,*,55,712,45.5,20,14.5,18.2,1.8
2019,307,MAT03,01,Atlantic,1310,Egg Harbor Twp,,District Total,,Total,All Students,*,*,488,751,8.2,14.1,22.3,43,12.3
2019,334,MAT03,01,Atlantic,1410,Estell Manor City,,District Total,,Total,All Students,*,*,20,754,15,0,20,55,10
2019,355,MAT03,01,Atlantic,1540,Folsom Boro,,District Total,,Total,All Students,*,*,39,738,7.7,28.2,25.6,35.9,2.6
2019,426,MAT03,01,Atlantic,1690,Galloway Twp,,District Total,,Total,All Students,*,*,312,744,12.2,15.7,25,40.4,6.7
2019,456,MAT03,01,Atlantic,1940,Hamilton Twp,,District Total,,Total,All Students,*,*,283,731,15.5,25.8,28.6,25.8,4.2
2019,486,MAT03,01,Atlantic,1960,Hammonton Town,,District Total,,Total,All Students,*,*,181,754,6.6,10.5,25.4,43.6,13.8
2019,512,MAT03,01,Atlantic,2680,Linwood City,,District Total,,Total,All Students,*,*,72,775,1.4,6.9,11.1,45.8,34.7
2019,537,MAT03,01,Atlantic,3020,Margate City,,District Total,,Total,All Students,*,*,34,767,2.9,8.8,17.6,50,20.6
2019,564,MAT03,01,Atlantic,3480,Mullica Twp,,District Total,,Total,All Students,*,*,67,742,16.4,19.4,19.4,35.8,9
2019,592,MAT03,01,Atlantic,3720,Northfield City,,District Total,,Total,All Students,*,*,101,758,5,16.8,14.9,40.6,22.8
2019,659,MAT03,01,Atlantic,4180,Pleasantville City,,District Total,,Total,All Students,*,*,260,731,21.5,21.9,23.5,28.1,5
2019,682,MAT03,01,Atlantic,4240,Port Republic City,,District Total,,Total,All Students,*,*,14,768,0,0,7.1,92.9,0
2019,706,MAT03,01,Atlantic,4800,Somers Point City,,District Total,,Total,All Students,*,*,105,738,14.3,19,26.7,35.2,4.8
2019,737,MAT03,01,Atlantic,5350,Ventnor City,,District Total,,Total,All Students,*,*,62,740,11.3,16.1,30.6,35.5,6.5
2019,762,MAT03,01,Atlantic,5760,Weymouth Twp,,District Total,,Total,All Students,*,*,21,737,4.8,23.8,47.6,23.8,0
2019,784,MAT03,03,Bergen,0040,Allendale Boro,,District Total,,Total,All Students,*,*,105,781,0,2.9,8.6,52.4,36.2
2019,810,MAT03,03,Bergen,0080,Alpine Boro,,District Total,,Total,All Students,*,*,15,774,6.7,0,13.3,53.3,26.7
2019,895,MAT03,03,Bergen,0300,Bergenfield Boro,,District Total,,Total,All Students,*,*,269,762,3.3,6.3,21.2,52,17.1
2019,939,MAT03,03,Bergen,0440,Bogota Boro,,District Total,,Total,All Students,*,*,98,767,0,9.2,22.4,48,20.4
2019,968,MAT03,03,Bergen,0740,Carlstadt Boro,,District Total,,Total,All Students,*,*,54,742,9.3,18.5,31.5,37,3.7
2019,1037,MAT03,03,Bergen,0890,Cliffside Park Boro,,District Total,,Total,All Students,*,*,195,763,3.1,11.8,17.9,44.6,22.6
2019,1066,MAT03,03,Bergen,0930,Closter Boro,,District Total,,Total,All Students,*,*,132,778,.8,4.5,7.6,55.3,31.8
2019,1110,MAT03,03,Bergen,0990,Cresskill Boro,,District Total,,Total,All Students,*,*,129,770,1.6,7.8,13.2,51.2,26.4
2019,1139,MAT03,03,Bergen,1070,Demarest Boro,,District Total,,Total,All Students,*,*,67,776,1.5,4.5,11.9,52.2,29.9
2019,1213,MAT03,03,Bergen,1130,Dumont Boro,,District Total,,Total,All Students,*,*,140,758,4.3,10.7,18.6,50.7,15.7
2019,1245,MAT03,03,Bergen,1230,East Rutherford Boro,,District Total,,Total,All Students,*,*,66,762,3,10.6,22.7,43.9,19.7
2019,1276,MAT03,03,Bergen,1270,Edgewater Boro,,District Total,,Total,All Students,*,*,118,760,3.4,11,22.9,43.2,19.5
2019,1333,MAT03,03,Bergen,1345,Elmwood Park,,District Total,,Total,All Students,*,*,213,752,4.7,12.2,30,45.1,8
2019,1362,MAT03,03,Bergen,1360,Emerson Boro,,District Total,,Total,All Students,*,*,71,759,2.8,8.5,22.5,53.5,12.7
2019,1391,MAT03,03,Bergen,1370,Englewood City,,District Total,,Total,All Students,*,*,201,733,17.4,25.9,26.9,23.4,6.5
2019,1421,MAT03,03,Bergen,1380,Englewood Cliffs Boro,,District Total,,Total,All Students,*,*,48,786,4.2,0,6.3,43.8,45.8
2019,1527,MAT03,03,Bergen,1450,Fair Lawn Public Schools,,District Total,,Total,All Students,*,*,403,772,2.5,6.2,10.7,52.1,28.5
2019,1558,MAT03,03,Bergen,1470,Fairview Boro,,District Total,,Total,All Students,*,*,164,734,12.8,21.3,34.1,28,3.7
2019,1631,MAT03,03,Bergen,1550,Fort Lee Boro,,District Total,,Total,All Students,*,*,366,763,1.6,9.8,21,49.2,18.3
2019,1679,MAT03,03,Bergen,1580,Franklin Lakes Boro,,District Total,,Total,All Students,*,*,101,772,3,1,19.8,52.5,23.8
2019,1789,MAT03,03,Bergen,1700,Garfield City,,District Total,,Total,All Students,*,*,331,753,3.3,12.4,27.8,46.2,10.3
2019,1860,MAT03,03,Bergen,1760,Glen Rock Boro,,District Total,,Total,All Students,*,*,192,779,.5,4.2,8.3,52.6,34.4
2019,1936,MAT03,03,Bergen,1860,Hackensack City,,District Total,,Total,All Students,*,*,394,748,6.6,12.9,32,41.4,7.1
2019,1967,MAT03,03,Bergen,2050,Harrington Park Boro,,District Total,,Total,All Students,*,*,83,781,0,3.6,4.8,55.4,36.1
2019,2009,MAT03,03,Bergen,2080,Hasbrouck Heights Boro,,District Total,,Total,All Students,*,*,122,763,2.5,3.3,24.6,51.6,18
2019,2039,MAT03,03,Bergen,2090,Haworth Boro,,District Total,,Total,All Students,*,*,41,780,0,0,9.8,58.5,31.7
2019,2083,MAT03,03,Bergen,2180,Hillsdale Boro,,District Total,,Total,All Students,*,*,108,761,.9,13.9,18.5,49.1,17.6
2019,2112,MAT03,03,Bergen,2200,Ho Ho Kus Boro,,District Total,,Total,All Students,*,*,52,769,1.9,3.8,13.5,61.5,19.2
2019,2141,MAT03,03,Bergen,2620,Leonia Boro,,District Total,,Total,All Students,*,*,110,771,2.7,3.6,17.3,50,26.4
2019,2172,MAT03,03,Bergen,2710,Little Ferry Boro,,District Total,,Total,All Students,*,*,93,752,2.2,18.3,29,38.7,11.8
2019,2263,MAT03,03,Bergen,2740,Lodi Borough,,District Total,,Total,All Students,*,*,232,759,5.2,7.3,22.8,49.6,15.1
2019,2295,MAT03,03,Bergen,2860,Lyndhurst Twp,,District Total,,Total,All Students,*,*,205,747,5.9,18,26.3,42.4,7.3
2019,2352,MAT03,03,Bergen,2900,Mahwah Twp,,District Total,,Total,All Students,*,*,189,775,2.6,3.2,10.1,50.8,33.3
2019,2383,MAT03,03,Bergen,3060,Maywood Boro,,District Total,,Total,All Students,*,*,101,773,1,5,10.9,51.5,31.7
2019,2408,MAT03,03,Bergen,3170,Midland Park Boro,,District Total,,Total,All Students,*,*,70,757,1.4,12.9,28.6,40,17.1
2019,2433,MAT03,03,Bergen,3330,Montvale Boro,,District Total,,Total,All Students,*,*,99,770,1,6.1,17.2,49.5,26.3
2019,2461,MAT03,03,Bergen,3350,Moonachie Boro,,District Total,,Total,All Students,*,*,27,758,14.8,3.7,14.8,40.7,25.9
2019,2505,MAT03,03,Bergen,3550,New Milford Boro,,District Total,,Total,All Students,*,*,148,763,2.7,7.4,20.3,52,17.6
2019,2563,MAT03,03,Bergen,3600,North Arlington Boro,,District Total,,Total,All Students,*,*,152,754,2.6,9.9,30.9,49.3,7.2
2019,2592,MAT03,03,Bergen,3730,Northvale Boro,,District Total,,Total,All Students,*,*,54,765,1.9,3.7,18.5,57.4,18.5
2019,2620,MAT03,03,Bergen,3740,Norwood Boro,,District Total,,Total,All Students,*,*,61,772,0,6.6,18,47.5,27.9
2019,2672,MAT03,03,Bergen,3760,Oakland Boro,,District Total,,Total,All Students,*,*,143,762,0,9.8,23.8,51,15.4
2019,2700,MAT03,03,Bergen,3850,Old Tappan Boro,,District Total,,Total,All Students,*,*,67,769,3,9,16.4,47.8,23.9
2019,2727,MAT03,03,Bergen,3870,Oradell Boro,,District Total,,Total,All Students,*,*,101,769,0,5.9,19.8,51.5,22.8
2019,2757,MAT03,03,Bergen,3910,Palisades Park,,District Total,,Total,All Students,*,*,131,742,11.5,19.8,25.2,35.9,7.6
2019,2846,MAT03,03,Bergen,3930,Paramus Boro,,District Total,,Total,All Students,*,*,289,765,2.1,5.2,21.5,53.6,17.6
2019,2889,MAT03,03,Bergen,3940,Park Ridge Boro,,District Total,,Total,All Students,*,*,71,770,1.4,9.9,14.1,52.1,22.5
2019,2933,MAT03,03,Bergen,4310,Ramsey Boro,,District Total,,Total,All Students,*,*,164,776,.6,4.3,8.5,59.8,26.8
2019,2963,MAT03,03,Bergen,4370,Ridgefield Boro,,District Total,,Total,All Students,*,*,103,758,6.8,4.9,22.3,55.3,10.7
2019,3022,MAT03,03,Bergen,4380,Ridgefield Park Twp,,District Total,,Total,All Students,*,*,135,748,5.2,14.1,30.4,45.9,4.4
2019,3123,MAT03,03,Bergen,4390,Ridgewood Village,,District Total,,Total,All Students,*,*,413,780,1.9,2.9,8.7,47.7,38.7
2019,3168,MAT03,03,Bergen,4410,River Edge Boro,,District Total,,Total,All Students,*,*,162,772,.6,4.3,13,59.9,22.2
2019,3210,MAT03,03,Bergen,4430,River Vale Twp,,District Total,,Total,All Students,*,*,99,768,1,6.1,17.2,50.5,25.3
2019,3238,MAT03,03,Bergen,4470,Rochelle Park Twp,,District Total,,Total,All Students,*,*,51,748,3.9,19.6,29.4,41.2,5.9
2019,3283,MAT03,03,Bergen,4600,Rutherford Boro,,District Total,,Total,All Students,*,*,184,752,4.3,11.4,31.5,42.9,9.8
2019,3336,MAT03,03,Bergen,4610,Saddle Brook Twp,,District Total,,Total,All Students,*,*,121,748,8.3,11.6,29.8,42.1,8.3
2019,3360,MAT03,03,Bergen,4620,Saddle River Boro,,District Total,,Total,All Students,*,*,35,775,0,8.6,11.4,51.4,28.6
2019,3383,MAT03,03,Bergen,4870,South Hackensack Twp,,District Total,,Total,All Students,*,*,30,758,3.3,10,16.7,56.7,13.3
2019,3444,MAT03,03,Bergen,5150,Teaneck Twp,,District Total,,Total,All Students,247,13,234,752,6.4,13.2,25.6,41.9,12.8
2019,3518,MAT03,03,Bergen,5160,Tenafly Boro,,District Total,,Total,All Students,*,*,273,774,1.1,5.9,16.8,42.1,34.1
2019,3548,MAT03,03,Bergen,5330,Upper Saddle River Boro,,District Total,,Total,All Students,*,*,110,776,.9,.9,14.5,54.5,29.1
2019,3587,MAT03,03,Bergen,5410,Waldwick Boro,,District Total,,Total,All Students,*,*,121,775,.8,4.1,12.4,51.2,31.4
2019,3630,MAT03,03,Bergen,5430,Wallington Boro,,District Total,,Total,All Students,*,*,94,754,1.1,13.8,29.8,44.7,10.6
2019,3700,MAT03,03,Bergen,5755,Westwood Regional,,District Total,,Total,All Students,*,*,206,770,1.9,3.9,16,54.4,23.8
2019,3728,MAT03,03,Bergen,5830,Wood-Ridge Boro,,District Total,,Total,All Students,*,*,70,783,0,0,7.1,52.9,40
2019,3750,MAT03,03,Bergen,5880,Woodcliff Lake Boro,,District Total,,Total,All Students,*,*,99,774,0,4,14.1,52.5,29.3
2019,3809,MAT03,03,Bergen,5920,Wyckoff Twp,,District Total,,Total,All Students,*,*,186,770,.5,3.2,21.5,47.8,26.9
2019,3833,MAT03,05,Burlington,0200,Bass River Twp,,District Total,,Total,All Students,*,*,14,744,0,14.3,57.1,28.6,0
2019,3856,MAT03,05,Burlington,0380,Beverly City,,District Total,,Total,All Students,*,*,26,733,19.2,11.5,34.6,34.6,0
2019,3898,MAT03,05,Burlington,0475,Bordentown Regional,,District Total,,Total,All Students,*,*,167,764,3,10.2,15.6,51.5,19.8
2019,3927,MAT03,05,Burlington,0600,Burlington City,,District Total,,Total,All Students,*,*,98,740,11.2,17.3,35.7,29.6,6.1
2019,3958,MAT03,05,Burlington,0620,Burlington Twp,,District Total,,Total,All Students,*,*,244,748,11.1,17.2,20.5,39.3,11.9
2019,3986,MAT03,05,Burlington,0830,Chesterfield Twp,,District Total,,Total,All Students,*,*,100,765,3,4,24,50,19
2019,4014,MAT03,05,Burlington,0840,Cinnaminson Twp,,District Total,,Total,All Students,*,*,194,750,4.6,10.3,32,46.4,6.7
2019,4044,MAT03,05,Burlington,1030,Delanco Twp,,District Total,,Total,All Students,*,*,45,751,4.4,11.1,26.7,51.1,6.7
2019,4073,MAT03,05,Burlington,1060,Delran Twp,,District Total,,Total,All Students,220,13,207,746,5.3,15.9,30.9,43,4.8
2019,4100,MAT03,05,Burlington,1250,Eastampton Twp,,District Total,,Total,All Students,*,*,58,748,3.4,12.1,31,46.6,6.9
2019,4127,MAT03,05,Burlington,1280,Edgewater Park Twp,,District Total,,Total,All Students,*,*,100,740,14,18,26,35,7
2019,4221,MAT03,05,Burlington,1420,Evesham Twp,,District Total,,Total,All Students,*,*,445,750,4.5,14.8,28.8,44.3,7.6
2019,4252,MAT03,05,Burlington,1520,Florence Twp,,District Total,,Total,All Students,*,*,102,741,10.8,24.5,23.5,37.3,3.9
2019,4282,MAT03,05,Burlington,1910,Hainesport Twp,,District Total,,Total,All Students,*,*,60,761,0,11.7,20,53.3,15
2019,4313,MAT03,05,Burlington,2850,Lumberton Twp,,District Total,,Total,All Students,*,*,108,739,11.1,18.5,26.9,37,6.5
2019,4343,MAT03,05,Burlington,2960,Mansfield Twp,,District Total,,Total,All Students,*,*,70,771,0,4.3,17.1,58.6,20
2019,4373,MAT03,05,Burlington,3010,Maple Shade Twp,,District Total,,Total,All Students,*,*,185,731,14.6,31.4,27,24.3,2.7
2019,4397,MAT03,05,Burlington,3070,Medford Lakes Boro,,District Total,,Total,All Students,*,*,65,755,1.5,13.8,26.2,50.8,7.7
2019,4469,MAT03,05,Burlington,3080,Medford Twp,,District Total,,Total,All Students,*,*,273,765,2.2,8.1,16.5,53.8,19.4
2019,4527,MAT03,05,Burlington,3360,Moorestown Twp,,District Total,,Total,All Students,*,*,285,775,2.8,5.6,9.8,48.4,33.3
2019,4556,MAT03,05,Burlington,3430,Mount Holly Twp,,District Total,,Total,All Students,*,*,98,742,13.3,13.3,27.6,40.8,5.1
2019,4658,MAT03,05,Burlington,3440,Mount Laurel Twp,,District Total,,Total,All Students,444,11,433,757,4.2,9.7,24.7,47.3,14.1
2019,4690,MAT03,05,Burlington,3540,New Hanover Twp,,District Total,,Total,All Students,*,*,21,730,28.6,19,19,33.3,0
2019,4722,MAT03,05,Burlington,3650,North Hanover Twp,,District Total,,Total,All Students,*,*,120,741,6.7,15.8,40,34.2,3.3
2019,4753,MAT03,05,Burlington,3920,Palmyra Boro,,District Total,,Total,All Students,*,*,53,743,9.4,15.1,26.4,45.3,3.8
2019,4823,MAT03,05,Burlington,4050,Pemberton Twp,,District Total,,Total,All Students,*,*,347,744,12.1,14.4,25.9,40.1,7.5
2019,4854,MAT03,05,Burlington,4450,Riverside Twp,,District Total,,Total,All Students,*,*,107,722,18.7,37.4,22.4,17.8,3.7
2019,4878,MAT03,05,Burlington,4460,Riverton,,District Total,,Total,All Students,*,*,35,764,2.9,8.6,8.6,62.9,17.1
